index,case_id,item_id,kind,voice_tag,model,gender,speaker,status_code,guid,rtt_ms,audio_present,audio_bytes_len,audio_path,wav_ok,duration_sec,rms,peak,word_durations_key,word_durations_len,word_count,errors
0,f71b4d6e-f616-4dda-bffe-37af2fe1ed89,T-0001,normal,male_spk0,vits,male,0,200,-J6SjNidQeYo7KSFAyXD:vits:m:0:0,512,True,74796,outputs/20260222_102018_65d5aec2/audio/male_spk0/T-0001_idx0_male_spk0_normal_ছ_দ_থ_ক_ব_ষ_ট_র_জল_পড়ছ.wav,True,1.6950566893424037,4426.541039279558,32393.0,word_durations,5,5,
1,7e95539f-f915-4a7d-88f7-3f477ba9c794,T-0002,normal,male_spk0,vits,male,0,200,-J6SjNidQeYo7KSFAyXD:vits:m:0:1,880,True,85036,outputs/20260222_102018_65d5aec2/audio/male_spk0/T-0002_idx1_male_spk0_normal_চ_ব_ট_চট_কর_ট_ব_ল_র_ওপর_র_খ.wav,True,1.9272562358276644,5660.5792264016345,32393.0,word_durations,6,6,
2,ea8b93db-0636-47b0-9f8e-d39bf0372614,T-0003,normal,male_spk0,vits,male,0,200,-J6SjNidQeYo7KSFAyXD:vits:m:0:2,1265,True,93740,outputs/20260222_102018_65d5aec2/audio/male_spk0/T-0003_idx2_male_spk0_normal_ব_ঘ_র_চ_খ_অন_ধক_র_জ_বলজ_বল.wav,True,2.124625850340136,4827.777908127513,32393.0,word_durations,4,4,
3,df8c5282-0053-493b-921c-19658548cd6a,T-0004,normal,male_spk0,vits,male,0,200,-J6SjNidQeYo7KSFAyXD:vits:m:0:3,1798,True,92204,outputs/20260222_102018_65d5aec2/audio/male_spk0/T-0004_idx3_male_spk0_normal_ধ_প_নদ_র_ঘ_ট_ক_পড়_ধ_য়.wav,True,2.089795918367347,4000.4152209809517,32393.0,word_durations,5,5,
4,5ea0fd35-addb-48cd-bd41-b98da687d131,T-0005,normal,male_spk0,vits,male,0,200,-J6SjNidQeYo7KSFAyXD:vits:m:0:4,2094,True,98348,outputs/20260222_102018_65d5aec2/audio/male_spk0/T-0005_idx4_male_spk0_normal_দ_ক_নট_আম_দ_র_ব_ড়_থ_ক_খ_ব_দ_র.wav,True,2.2291156462585033,4544.238927756309,32393.0,word_durations,6,6,
5,bb4dc522-ac3d-4e50-99e9-d5a041fdbdce,T-0006,normal,male_spk0,vits,male,0,200,-J6SjNidQeYo7KSFAyXD:vits:m:0:5,2475,True,76332,outputs/20260222_102018_65d5aec2/audio/male_spk0/T-0006_idx5_male_spk0_normal_ম_য়_ট_আয়ন_য়_ন_জ_ক_দ_খছ.wav,True,1.7298866213151927,5168.849093314168,32393.0,word_durations,4,4,
6,dc89567c-ea97-469f-8db7-b86659c7a50d,T-0007,normal,male_spk0,vits,male,0,200,-J6SjNidQeYo7KSFAyXD:vits:m:0:6,2855,True,91180,outputs/20260222_102018_65d5aec2/audio/male_spk0/T-0007_idx6_male_spk0_normal_ভ_ইট_দই_খ_চ_ছ_আর_হ_সছ.wav,True,2.066575963718821,3686.844476516162,32393.0,word_durations,5,5,
7,70732573-e785-4d2c-8d09-97ea78e5313b,T-0008,normal,male_spk0,vits,male,0,200,-J6SjNidQeYo7KSFAyXD:vits:m:0:7,3210,True,95276,outputs/20260222_102018_65d5aec2/audio/male_spk0/T-0008_idx7_male_spk0_normal_গ_ড়_র_চ_ক_প_চ_র_হয়_ঘ_র_গ_ছ.wav,True,2.159455782312925,4505.700679158908,32393.0,word_durations,6,6,
8,55872864-e768-4e10-bd71-71a27c614ec9,T-0009,normal,male_spk0,vits,male,0,200,-J6SjNidQeYo7KSFAyXD:vits:m:0:8,3537,True,74284,outputs/20260222_102018_65d5aec2/audio/male_spk0/T-0009_idx8_male_spk0_normal_আষ_ঢ়_ম_স_প_রচ_র_ব_ষ_ট_হয়.wav,True,1.6834467120181407,5310.279114961707,32393.0,word_durations,5,5,
9,22e25d36-2f21-48c8-8b2c-56d2a5aa40df,T-0010,normal,male_spk0,vits,male,0,200,-J6SjNidQeYo7KSFAyXD:vits:m:0:9,3909,True,97836,outputs/20260222_102018_65d5aec2/audio/male_spk0/T-0010_idx9_male_spk0_normal_ব_য_ঙ_র_ছ_ত_দ_খত_অদ_ভ_ত_ল_গ.wav,True,2.2175056689342405,3953.712328627373,32393.0,word_durations,5,5,
